fox	2.93	141	4.1313 
cpp	1.02	56	0.5712 
go	1.67	145	2.4215 
nim	1.82	87	1.5834 
awk	2.15	166	3.569 
perl	1.43	132	1.8876 
tcl	8.84	144	12.7296 
v	2.90	1395	40.455 
php	0.60	72	0.432 
pocket	8.78	144	12.6432 
swift	2.62	55	1.441 
node	4.33	363	15.7179 
julia	4.29	335	14.3715 
python	3.06	93	2.8458 
lua	2.80	145	4.06 
rust	1.29	103	1.3287 
ruby	8.39	139	11.6621 
dotnet	2.78	149	4.1422 
java	4.01	549	22.0149 
elixir	7.51	766	57.5266 
air	1.87	81	1.5147
